city_id,year,Population,Population Density,Urbanization %,Vehicle Count,Industrial Area %
260,2006,182045,1365,79.3,105586,10.1
261,2006,181770,1363,79.3,105426,10.1
262,2006,169701,1272,79.3,98426,10.1
263,2006,191371,1435,79.3,110995,10.1
264,2006,182867,1371,79.3,106062,10.1
266,2006,194662,1459,79.3,112903,10.1
267,2006,189999,1424,79.3,110199,10.1
268,2006,172170,1291,79.3,99858,10.1
269,2006,193017,1447,79.3,111949,10.1
270,2006,169975,1274,79.3,98585,10.1
271,2006,191919,1439,79.3,111313,10.1
275,2006,195211,1464,79.3,113222,10.1
276,2006,173816,1303,79.3,100813,10.1
279,2006,179027,1342,79.3,103835,10.1
281,2006,173816,1303,79.3,100813,10.1
282,2006,195211,1464,79.3,113222,10.1
284,2006,181770,1363,79.3,105426,10.1
285,2006,185336,1390,79.3,107494,10.1
286,2006,185885,1394,79.3,107813,10.1
288,2006,190822,1431,79.3,110676,10.1
289,2006,196034,1470,79.3,113699,10.1
291,2006,180947,1357,79.3,104949,10.1
293,2006,169427,1270,79.3,98267,10.1
296,2006,181770,1363,79.3,105426,10.1
297,2006,193565,1451,79.3,112267,10.1
298,2006,192194,1441,79.3,111472,10.1
302,2006,189999,1424,79.3,110199,10.1
305,2006,196308,1472,79.3,113858,10.1
306,2006,170524,1278,79.3,98903,10.1
309,2006,193017,1447,79.3,111949,10.1
311,2006,191919,1439,79.3,111313,10.1
313,2006,186708,1400,79.3,108290,10.1
316,2006,188902,1416,79.3,109563,10.1
317,2006,194388,1457,79.3,112745,10.1
318,2006,185062,1387,79.3,107335,10.1
320,2006,174638,1309,79.3,101290,10.1
322,2006,171347,1285,79.3,99381,10.1
324,2006,174090,1305,79.3,100972,10.1
326,2006,176284,1322,79.3,102244,10.1
328,2006,178753,1340,79.3,103676,10.1
329,2006,177930,1334,79.3,103199,10.1
330,2006,196034,1470,79.3,113699,10.1
333,2006,173541,1301,79.3,100653,10.1
335,2006,183690,1377,79.3,106540,10.1
338,2006,194662,1459,79.3,112903,10.1
339,2006,171347,1285,79.3,99381,10.1
340,2006,188079,1410,79.3,109085,10.1
341,2006,172718,1295,79.3,100176,10.1
343,2006,176010,1320,79.3,102085,10.1
344,2006,179576,1346,79.3,104154,10.1
349,2006,179302,1344,79.3,103995,10.1
352,2006,196034,1470,79.3,113699,10.1
354,2006,170798,1280,79.3,99062,10.1
356,2006,184239,1381,79.3,106858,10.1
357,2006,174090,1305,79.3,100972,10.1
358,2006,182593,1369,79.3,105903,10.1
359,2006,172444,1293,79.3,100017,10.1
361,2006,185610,1392,79.3,107653,10.1
362,2006,192194,1441,79.3,111472,10.1
363,2006,171621,1287,79.3,99540,10.1
364,2006,193565,1451,79.3,112267,10.1
366,2006,176833,1326,79.3,102563,10.1
369,2006,169427,1270,79.3,98267,10.1
371,2006,189725,1422,79.3,110040,10.1
372,2006,173541,1301,79.3,100653,10.1
374,2006,178479,1338,79.3,103517,10.1
376,2006,180947,1357,79.3,104949,10.1
377,2006,173541,1301,79.3,100653,10.1
378,2006,176833,1326,79.3,102563,10.1
379,2006,189451,1420,79.3,109881,10.1
380,2006,180399,1352,79.3,104631,10.1
381,2006,173816,1303,79.3,100813,10.1
382,2006,189176,1418,79.3,109722,10.1
384,2006,172993,1297,79.3,100335,10.1
386,2006,183965,1379,79.3,106699,10.1
387,2006,189999,1424,79.3,110199,10.1
388,2006,177381,1330,79.3,102880,10.1
390,2006,190274,1427,79.3,110358,10.1
391,2006,188902,1416,79.3,109563,10.1
392,2006,180124,1350,79.3,104471,10.1
393,2006,195760,1468,79.3,113540,10.1
394,2006,196034,1470,79.3,113699,10.1
395,2006,179850,1348,79.3,104313,10.1
396,2006,171347,1285,79.3,99381,10.1
397,2006,188079,1410,79.3,109085,10.1
398,2006,185885,1394,79.3,107813,10.1
399,2006,179027,1342,79.3,103835,10.1
400,2006,175187,1313,79.3,101608,10.1
401,2006,180947,1357,79.3,104949,10.1
403,2006,173267,1299,79.3,100494,10.1
405,2006,181770,1363,79.3,105426,10.1
406,2006,177381,1330,79.3,102880,10.1
409,2006,194114,1455,79.3,112586,10.1
412,2006,183416,1375,79.3,106381,10.1
413,2006,169701,1272,79.3,98426,10.1
416,2006,189725,1422,79.3,110040,10.1
417,2006,171072,1283,79.3,99221,10.1
418,2006,176833,1326,79.3,102563,10.1
419,2006,186708,1400,79.3,108290,10.1
421,2006,194114,1455,79.3,112586,10.1
422,2006,180399,1352,79.3,104631,10.1
423,2006,181222,1359,79.3,105108,10.1
426,2006,173541,1301,79.3,100653,10.1
427,2006,169975,1274,79.3,98585,10.1
428,2006,181496,1361,79.3,105267,10.1
429,2006,185062,1387,79.3,107335,10.1
433,2006,186159,1396,79.3,107972,10.1
438,2006,194937,1462,79.3,113063,10.1
440,2006,173541,1301,79.3,100653,10.1
441,2006,188628,1414,79.3,109404,10.1
442,2006,196034,1470,79.3,113699,10.1
449,2006,169427,1270,79.3,98267,10.1
450,2006,169152,1268,79.3,98108,10.1
452,2006,193565,1451,79.3,112267,10.1
453,2006,178479,1338,79.3,103517,10.1
456,2006,177656,1332,79.3,103040,10.1
457,2006,182593,1369,79.3,105903,10.1
463,2006,174913,1311,79.3,101449,10.1
468,2006,177930,1334,79.3,103199,10.1
471,2006,182593,1369,79.3,105903,10.1
472,2006,181222,1359,79.3,105108,10.1
473,2006,190274,1427,79.3,110358,10.1
475,2006,189999,1424,79.3,110199,10.1
476,2006,181222,1359,79.3,105108,10.1
477,2006,176010,1320,79.3,102085,10.1
479,2006,169427,1270,79.3,98267,10.1
480,2006,179027,1342,79.3,103835,10.1
481,2006,176559,1324,79.3,102404,10.1
482,2006,173816,1303,79.3,100813,10.1
483,2006,172170,1291,79.3,99858,10.1
484,2006,175736,1318,79.3,101926,10.1
485,2006,172718,1295,79.3,100176,10.1
486,2006,173541,1301,79.3,100653,10.1
487,2006,196308,1472,79.3,113858,10.1
488,2006,183965,1379,79.3,106699,10.1
489,2006,186159,1396,79.3,107972,10.1
490,2006,191097,1433,79.3,110836,10.1
491,2006,185336,1390,79.3,107494,10.1
492,2006,171621,1287,79.3,99540,10.1
494,2006,189725,1422,79.3,110040,10.1
495,2006,169975,1274,79.3,98585,10.1
496,2006,186159,1396,79.3,107972,10.1
497,2006,192742,1445,79.3,111790,10.1
498,2006,195485,1466,79.3,113381,10.1
500,2006,183142,1373,79.3,106222,10.1
502,2006,173816,1303,79.3,100813,10.1
503,2006,169152,1268,79.3,98108,10.1
505,2006,195760,1468,79.3,113540,10.1
506,2006,191645,1437,79.3,111154,10.1
507,2006,174638,1309,79.3,101290,10.1
508,2006,193017,1447,79.3,111949,10.1
509,2006,179576,1346,79.3,104154,10.1
511,2006,176010,1320,79.3,102085,10.1
513,2006,178479,1338,79.3,103517,10.1
515,2006,182045,1365,79.3,105586,10.1
517,2006,193291,1449,79.3,112108,10.1
518,2006,189999,1424,79.3,110199,10.1
521,2006,176559,1324,79.3,102404,10.1
523,2006,171621,1287,79.3,99540,10.1
524,2006,193291,1449,79.3,112108,10.1
525,2006,192468,1443,79.3,111631,10.1
526,2006,181496,1361,79.3,105267,10.1
528,2006,185610,1392,79.3,107653,10.1
529,2006,188902,1416,79.3,109563,10.1
530,2006,170250,1276,79.3,98745,10.1
531,2006,192194,1441,79.3,111472,10.1
532,2006,195760,1468,79.3,113540,10.1
533,2006,186159,1396,79.3,107972,10.1
535,2006,190274,1427,79.3,110358,10.1
536,2006,178204,1336,79.3,103358,10.1
538,2006,185885,1394,79.3,107813,10.1
539,2006,182319,1367,79.3,105745,10.1
543,2006,187531,1406,79.3,108767,10.1
545,2006,181496,1361,79.3,105267,10.1
547,2006,191097,1433,79.3,110836,10.1
548,2006,171347,1285,79.3,99381,10.1
549,2006,183690,1377,79.3,106540,10.1
550,2006,186982,1402,79.3,108449,10.1
553,2006,185062,1387,79.3,107335,10.1
554,2006,191371,1435,79.3,110995,10.1
555,2006,179302,1344,79.3,103995,10.1
556,2006,185610,1392,79.3,107653,10.1
557,2006,195485,1466,79.3,113381,10.1
559,2006,172718,1295,79.3,100176,10.1
560,2006,189451,1420,79.3,109881,10.1
562,2006,192194,1441,79.3,111472,10.1
563,2006,185610,1392,79.3,107653,10.1
564,2006,173267,1299,79.3,100494,10.1
566,2006,176833,1326,79.3,102563,10.1
568,2006,183965,1379,79.3,106699,10.1
569,2006,175736,1318,79.3,101926,10.1
572,2006,193565,1451,79.3,112267,10.1
573,2006,173816,1303,79.3,100813,10.1
574,2006,182045,1365,79.3,105586,10.1
578,2006,188628,1414,79.3,109404,10.1
579,2006,183965,1379,79.3,106699,10.1
582,2006,176284,1322,79.3,102244,10.1
585,2006,183416,1375,79.3,106381,10.1
590,2006,172444,1293,79.3,100017,10.1
596,2006,169701,1272,79.3,98426,10.1
599,2006,191371,1435,79.3,110995,10.1
600,2006,181770,1363,79.3,105426,10.1
601,2006,190548,1429,79.3,110517,10.1
603,2006,186708,1400,79.3,108290,10.1
604,2006,184513,1383,79.3,107017,10.1
605,2006,193840,1453,79.3,112427,10.1
606,2006,183142,1373,79.3,106222,10.1
607,2006,193017,1447,79.3,111949,10.1
608,2006,175736,1318,79.3,101926,10.1
610,2006,193840,1453,79.3,112427,10.1
611,2006,186159,1396,79.3,107972,10.1
612,2006,174090,1305,79.3,100972,10.1
614,2006,185336,1390,79.3,107494,10.1
615,2006,190822,1431,79.3,110676,10.1
616,2006,191097,1433,79.3,110836,10.1
618,2006,174090,1305,79.3,100972,10.1
619,2006,177930,1334,79.3,103199,10.1
620,2006,186159,1396,79.3,107972,10.1
621,2006,176833,1326,79.3,102563,10.1
622,2006,189999,1424,79.3,110199,10.1
625,2006,176559,1324,79.3,102404,10.1
626,2006,194114,1455,79.3,112586,10.1
627,2006,172170,1291,79.3,99858,10.1
628,2006,188902,1416,79.3,109563,10.1
629,2006,171621,1287,79.3,99540,10.1
640,2006,177107,1328,79.3,102722,10.1
643,2006,180399,1352,79.3,104631,10.1
645,2006,180673,1355,79.3,104790,10.1
648,2006,183416,1375,79.3,106381,10.1
649,2006,174913,1311,79.3,101449,10.1
650,2006,177381,1330,79.3,102880,10.1
651,2006,178479,1338,79.3,103517,10.1
652,2006,182867,1371,79.3,106062,10.1
654,2006,186982,1402,79.3,108449,10.1
655,2006,176559,1324,79.3,102404,10.1
656,2006,171072,1283,79.3,99221,10.1
657,2006,174913,1311,79.3,101449,10.1
661,2006,181222,1359,79.3,105108,10.1
662,2006,181496,1361,79.3,105267,10.1
663,2006,174913,1311,79.3,101449,10.1
666,2006,183690,1377,79.3,106540,10.1
667,2006,179850,1348,79.3,104313,10.1
669,2006,189451,1420,79.3,109881,10.1
670,2006,179576,1346,79.3,104154,10.1
674,2006,170798,1280,79.3,99062,10.1
675,2006,183965,1379,79.3,106699,10.1
676,2006,177930,1334,79.3,103199,10.1
677,2006,192742,1445,79.3,111790,10.1
678,2006,172170,1291,79.3,99858,10.1
679,2006,178753,1340,79.3,103676,10.1
680,2006,177381,1330,79.3,102880,10.1
681,2006,176284,1322,79.3,102244,10.1
682,2006,189176,1418,79.3,109722,10.1
683,2006,187256,1404,79.3,108608,10.1
684,2006,186159,1396,79.3,107972,10.1
685,2006,179850,1348,79.3,104313,10.1
686,2006,184239,1381,79.3,106858,10.1
687,2006,189176,1418,79.3,109722,10.1
688,2006,180399,1352,79.3,104631,10.1
689,2006,191371,1435,79.3,110995,10.1
690,2006,169975,1274,79.3,98585,10.1
691,2006,187256,1404,79.3,108608,10.1
692,2006,189725,1422,79.3,110040,10.1
693,2006,173267,1299,79.3,100494,10.1
694,2006,183142,1373,79.3,106222,10.1
695,2006,186982,1402,79.3,108449,10.1
698,2006,188079,1410,79.3,109085,10.1
699,2006,172170,1291,79.3,99858,10.1
702,2006,188628,1414,79.3,109404,10.1
703,2006,183690,1377,79.3,106540,10.1
704,2006,190822,1431,79.3,110676,10.1
705,2006,183690,1377,79.3,106540,10.1
706,2006,188628,1414,79.3,109404,10.1
707,2006,183690,1377,79.3,106540,10.1
708,2006,169427,1270,79.3,98267,10.1
709,2006,189999,1424,79.3,110199,10.1
710,2006,177930,1334,79.3,103199,10.1
711,2006,189999,1424,79.3,110199,10.1
712,2006,181222,1359,79.3,105108,10.1
714,2006,185885,1394,79.3,107813,10.1
715,2006,188628,1414,79.3,109404,10.1
716,2006,176010,1320,79.3,102085,10.1
717,2006,169701,1272,79.3,98426,10.1
718,2006,195760,1468,79.3,113540,10.1
720,2006,177930,1334,79.3,103199,10.1
721,2006,196308,1472,79.3,113858,10.1
724,2006,185610,1392,79.3,107653,10.1
725,2006,174638,1309,79.3,101290,10.1
727,2006,179027,1342,79.3,103835,10.1
730,2006,171621,1287,79.3,99540,10.1
731,2006,170250,1276,79.3,98745,10.1
732,2006,169701,1272,79.3,98426,10.1
733,2006,191645,1437,79.3,111154,10.1
734,2006,183142,1373,79.3,106222,10.1
735,2006,196308,1472,79.3,113858,10.1
737,2006,188354,1412,79.3,109245,10.1
738,2006,187805,1408,79.3,108926,10.1
740,2006,182867,1371,79.3,106062,10.1
741,2006,183965,1379,79.3,106699,10.1
743,2006,179576,1346,79.3,104154,10.1
745,2006,181496,1361,79.3,105267,10.1
747,2006,179027,1342,79.3,103835,10.1
748,2006,194662,1459,79.3,112903,10.1
749,2006,178753,1340,79.3,103676,10.1
750,2006,169152,1268,79.3,98108,10.1
751,2006,195760,1468,79.3,113540,10.1
752,2006,193017,1447,79.3,111949,10.1
753,2006,172170,1291,79.3,99858,10.1
754,2006,187256,1404,79.3,108608,10.1
755,2006,190822,1431,79.3,110676,10.1
758,2006,170250,1276,79.3,98745,10.1
759,2006,169152,1268,79.3,98108,10.1
760,2006,171347,1285,79.3,99381,10.1
765,2006,171347,1285,79.3,99381,10.1
767,2006,177107,1328,79.3,102722,10.1
770,2006,182867,1371,79.3,106062,10.1
771,2006,175736,1318,79.3,101926,10.1
774,2006,194114,1455,79.3,112586,10.1
775,2006,179576,1346,79.3,104154,10.1
776,2006,171895,1289,79.3,99699,10.1
777,2006,173267,1299,79.3,100494,10.1
782,2006,172718,1295,79.3,100176,10.1
783,2006,194662,1459,79.3,112903,10.1
784,2006,191371,1435,79.3,110995,10.1
785,2006,171621,1287,79.3,99540,10.1
786,2006,179576,1346,79.3,104154,10.1
787,2006,190548,1429,79.3,110517,10.1
788,2006,180947,1357,79.3,104949,10.1
789,2006,169701,1272,79.3,98426,10.1
790,2006,170798,1280,79.3,99062,10.1
793,2006,187805,1408,79.3,108926,10.1
794,2006,189999,1424,79.3,110199,10.1
795,2006,179027,1342,79.3,103835,10.1
796,2006,187531,1406,79.3,108767,10.1
797,2006,180947,1357,79.3,104949,10.1
798,2006,175187,1313,79.3,101608,10.1
799,2006,187531,1406,79.3,108767,10.1
802,2006,184513,1383,79.3,107017,10.1
803,2006,176010,1320,79.3,102085,10.1
804,2006,180399,1352,79.3,104631,10.1
805,2006,183416,1375,79.3,106381,10.1
806,2006,170250,1276,79.3,98745,10.1
807,2006,180673,1355,79.3,104790,10.1
808,2006,191371,1435,79.3,110995,10.1
809,2006,192194,1441,79.3,111472,10.1
810,2006,196308,1472,79.3,113858,10.1
811,2006,194662,1459,79.3,112903,10.1
812,2006,184239,1381,79.3,106858,10.1
813,2006,186982,1402,79.3,108449,10.1
814,2006,174364,1307,79.3,101131,10.1
815,2006,172444,1293,79.3,100017,10.1
816,2006,169701,1272,79.3,98426,10.1
817,2006,187531,1406,79.3,108767,10.1
819,2006,194937,1462,79.3,113063,10.1
820,2006,175461,1315,79.3,101767,10.1
822,2006,169701,1272,79.3,98426,10.1
823,2006,182867,1371,79.3,106062,10.1
824,2006,173267,1299,79.3,100494,10.1
825,2006,171895,1289,79.3,99699,10.1
829,2006,191097,1433,79.3,110836,10.1
830,2006,182867,1371,79.3,106062,10.1
831,2006,185885,1394,79.3,107813,10.1
834,2006,194114,1455,79.3,112586,10.1
835,2006,194662,1459,79.3,112903,10.1
838,2006,181222,1359,79.3,105108,10.1
839,2006,191645,1437,79.3,111154,10.1
840,2006,171621,1287,79.3,99540,10.1
842,2006,170798,1280,79.3,99062,10.1
843,2006,169701,1272,79.3,98426,10.1
844,2006,191645,1437,79.3,111154,10.1
846,2006,171347,1285,79.3,99381,10.1
847,2006,188628,1414,79.3,109404,10.1
849,2006,177381,1330,79.3,102880,10.1
850,2006,191919,1439,79.3,111313,10.1
854,2006,178479,1338,79.3,103517,10.1
855,2006,186159,1396,79.3,107972,10.1
856,2006,186433,1398,79.3,108131,10.1
857,2006,193565,1451,79.3,112267,10.1
858,2006,180399,1352,79.3,104631,10.1
861,2006,185610,1392,79.3,107653,10.1
862,2006,188628,1414,79.3,109404,10.1
863,2006,175461,1315,79.3,101767,10.1
864,2006,176284,1322,79.3,102244,10.1
865,2006,180947,1357,79.3,104949,10.1
866,2006,176833,1326,79.3,102563,10.1
868,2006,174638,1309,79.3,101290,10.1
869,2006,169975,1274,79.3,98585,10.1
870,2006,195760,1468,79.3,113540,10.1
872,2006,177107,1328,79.3,102722,10.1
873,2006,186433,1398,79.3,108131,10.1
874,2006,182867,1371,79.3,106062,10.1
875,2006,170798,1280,79.3,99062,10.1
877,2006,190548,1429,79.3,110517,10.1
879,2006,193840,1453,79.3,112427,10.1
880,2006,172444,1293,79.3,100017,10.1
882,2006,177930,1334,79.3,103199,10.1
883,2006,179850,1348,79.3,104313,10.1
884,2006,189451,1420,79.3,109881,10.1
885,2006,185610,1392,79.3,107653,10.1
887,2006,191097,1433,79.3,110836,10.1
888,2006,189176,1418,79.3,109722,10.1
889,2006,193565,1451,79.3,112267,10.1
890,2006,194388,1457,79.3,112745,10.1
891,2006,189999,1424,79.3,110199,10.1
893,2006,176284,1322,79.3,102244,10.1
894,2006,195760,1468,79.3,113540,10.1
895,2006,190274,1427,79.3,110358,10.1
896,2006,188902,1416,79.3,109563,10.1
897,2006,185610,1392,79.3,107653,10.1
898,2006,194937,1462,79.3,113063,10.1
899,2006,184788,1385,79.3,107177,10.1
901,2006,187531,1406,79.3,108767,10.1
902,2006,186982,1402,79.3,108449,10.1
904,2006,181222,1359,79.3,105108,10.1
906,2006,187256,1404,79.3,108608,10.1
907,2006,195485,1466,79.3,113381,10.1
908,2006,191371,1435,79.3,110995,10.1
910,2006,185062,1387,79.3,107335,10.1
911,2006,190822,1431,79.3,110676,10.1
912,2006,190274,1427,79.3,110358,10.1
913,2006,172718,1295,79.3,100176,10.1
914,2006,195485,1466,79.3,113381,10.1
915,2006,171621,1287,79.3,99540,10.1
916,2006,173816,1303,79.3,100813,10.1
919,2006,189176,1418,79.3,109722,10.1
922,2006,193291,1449,79.3,112108,10.1
923,2006,193017,1447,79.3,111949,10.1
924,2006,174913,1311,79.3,101449,10.1
927,2006,194662,1459,79.3,112903,10.1
928,2006,194662,1459,79.3,112903,10.1
929,2006,179302,1344,79.3,103995,10.1
930,2006,175187,1313,79.3,101608,10.1
931,2006,182593,1369,79.3,105903,10.1
933,2006,186159,1396,79.3,107972,10.1
934,2006,180947,1357,79.3,104949,10.1
936,2006,186982,1402,79.3,108449,10.1
943,2006,196308,1472,79.3,113858,10.1
944,2006,196308,1472,79.3,113858,10.1
945,2006,185610,1392,79.3,107653,10.1
952,2006,191645,1437,79.3,111154,10.1
953,2006,169975,1274,79.3,98585,10.1
954,2006,188079,1410,79.3,109085,10.1
955,2006,186433,1398,79.3,108131,10.1
956,2006,172718,1295,79.3,100176,10.1
957,2006,177381,1330,79.3,102880,10.1
964,2006,189725,1422,79.3,110040,10.1
968,2006,176833,1326,79.3,102563,10.1
970,2006,171895,1289,79.3,99699,10.1
971,2006,190274,1427,79.3,110358,10.1
972,2006,184239,1381,79.3,106858,10.1
973,2006,185885,1394,79.3,107813,10.1
974,2006,174913,1311,79.3,101449,10.1
975,2006,177930,1334,79.3,103199,10.1
978,2006,188354,1412,79.3,109245,10.1
980,2006,172718,1295,79.3,100176,10.1
982,2006,194388,1457,79.3,112745,10.1
984,2006,188902,1416,79.3,109563,10.1
985,2006,195760,1468,79.3,113540,10.1
986,2006,171895,1289,79.3,99699,10.1
987,2006,189725,1422,79.3,110040,10.1
989,2006,189451,1420,79.3,109881,10.1
990,2006,174638,1309,79.3,101290,10.1
991,2006,176559,1324,79.3,102404,10.1
992,2006,177107,1328,79.3,102722,10.1
994,2006,192194,1441,79.3,111472,10.1
995,2006,180124,1350,79.3,104471,10.1
996,2006,185885,1394,79.3,107813,10.1
998,2006,174638,1309,79.3,101290,10.1
999,2006,182319,1367,79.3,105745,10.1
1000,2006,179576,1346,79.3,104154,10.1
1001,2006,194937,1462,79.3,113063,10.1
1002,2006,173267,1299,79.3,100494,10.1
1003,2006,186708,1400,79.3,108290,10.1
1005,2006,178479,1338,79.3,103517,10.1
1010,2006,178204,1336,79.3,103358,10.1
1011,2006,193840,1453,79.3,112427,10.1
1012,2006,169152,1268,79.3,98108,10.1
1013,2006,193017,1447,79.3,111949,10.1
1014,2006,187256,1404,79.3,108608,10.1
1015,2006,178753,1340,79.3,103676,10.1
1016,2006,170798,1280,79.3,99062,10.1
1017,2006,172993,1297,79.3,100335,10.1
1018,2006,190822,1431,79.3,110676,10.1
1020,2006,181222,1359,79.3,105108,10.1
1021,2006,192742,1445,79.3,111790,10.1
1023,2006,195211,1464,79.3,113222,10.1
1024,2006,181770,1363,79.3,105426,10.1
1025,2006,195485,1466,79.3,113381,10.1
1028,2006,187256,1404,79.3,108608,10.1
1029,2006,177656,1332,79.3,103040,10.1
1035,2006,177107,1328,79.3,102722,10.1
1037,2006,191371,1435,79.3,110995,10.1
1038,2006,181496,1361,79.3,105267,10.1
1039,2006,185885,1394,79.3,107813,10.1
1042,2006,169975,1274,79.3,98585,10.1
1043,2006,191371,1435,79.3,110995,10.1
1045,2006,179576,1346,79.3,104154,10.1
1046,2006,186982,1402,79.3,108449,10.1
1047,2006,185336,1390,79.3,107494,10.1
1053,2006,188902,1416,79.3,109563,10.1
1054,2006,186982,1402,79.3,108449,10.1
1055,2006,190548,1429,79.3,110517,10.1
1056,2006,181770,1363,79.3,105426,10.1
1057,2006,192742,1445,79.3,111790,10.1
1059,2006,195485,1466,79.3,113381,10.1
1061,2006,177107,1328,79.3,102722,10.1
1062,2006,171347,1285,79.3,99381,10.1
1064,2006,187531,1406,79.3,108767,10.1
1066,2006,193565,1451,79.3,112267,10.1
1070,2006,176010,1320,79.3,102085,10.1
1073,2006,170798,1280,79.3,99062,10.1
1074,2006,182593,1369,79.3,105903,10.1
1075,2006,171895,1289,79.3,99699,10.1
1076,2006,176010,1320,79.3,102085,10.1
1077,2006,175736,1318,79.3,101926,10.1
1090,2006,177381,1330,79.3,102880,10.1
1094,2006,172993,1297,79.3,100335,10.1
1096,2006,175736,1318,79.3,101926,10.1
1098,2006,185062,1387,79.3,107335,10.1
1099,2006,171621,1287,79.3,99540,10.1
1102,2006,170798,1280,79.3,99062,10.1
1103,2006,186982,1402,79.3,108449,10.1
1104,2006,186982,1402,79.3,108449,10.1
1106,2006,175187,1313,79.3,101608,10.1
1114,2006,169427,1270,79.3,98267,10.1
1118,2006,186982,1402,79.3,108449,10.1
1119,2006,190548,1429,79.3,110517,10.1
1120,2006,190274,1427,79.3,110358,10.1
1121,2006,187805,1408,79.3,108926,10.1
1123,2006,169152,1268,79.3,98108,10.1
1124,2006,176010,1320,79.3,102085,10.1
1125,2006,187256,1404,79.3,108608,10.1
1128,2006,189999,1424,79.3,110199,10.1
1133,2006,186708,1400,79.3,108290,10.1
1136,2006,180947,1357,79.3,104949,10.1
1137,2006,183690,1377,79.3,106540,10.1
1144,2006,182593,1369,79.3,105903,10.1
1145,2006,178753,1340,79.3,103676,10.1
1159,2006,178204,1336,79.3,103358,10.1
1164,2006,177930,1334,79.3,103199,10.1
1165,2006,177656,1332,79.3,103040,10.1
1166,2006,187531,1406,79.3,108767,10.1
1169,2006,171895,1289,79.3,99699,10.1
1170,2006,169152,1268,79.3,98108,10.1
1171,2006,188354,1412,79.3,109245,10.1
1172,2006,177381,1330,79.3,102880,10.1
1173,2006,186708,1400,79.3,108290,10.1
1174,2006,179302,1344,79.3,103995,10.1
1175,2006,195760,1468,79.3,113540,10.1
1177,2006,194388,1457,79.3,112745,10.1
1178,2006,193291,1449,79.3,112108,10.1
1181,2006,173816,1303,79.3,100813,10.1
1193,2006,186708,1400,79.3,108290,10.1
1195,2006,190274,1427,79.3,110358,10.1
1196,2006,172993,1297,79.3,100335,10.1
1197,2006,193017,1447,79.3,111949,10.1
1199,2006,188902,1416,79.3,109563,10.1
1201,2006,172718,1295,79.3,100176,10.1
1203,2006,196308,1472,79.3,113858,10.1
1204,2006,173816,1303,79.3,100813,10.1
1206,2006,188354,1412,79.3,109245,10.1
1207,2006,184788,1385,79.3,107177,10.1
1209,2006,186708,1400,79.3,108290,10.1
1210,2006,191097,1433,79.3,110836,10.1
1211,2006,169701,1272,79.3,98426,10.1
1215,2006,180124,1350,79.3,104471,10.1
1238,2006,169152,1268,79.3,98108,10.1
1239,2006,187531,1406,79.3,108767,10.1
1240,2006,179027,1342,79.3,103835,10.1
1241,2006,193017,1447,79.3,111949,10.1
1242,2006,188628,1414,79.3,109404,10.1
1244,2006,188902,1416,79.3,109563,10.1
1245,2006,183416,1375,79.3,106381,10.1
1246,2006,180399,1352,79.3,104631,10.1
1247,2006,171895,1289,79.3,99699,10.1
1248,2006,187256,1404,79.3,108608,10.1
1249,2006,195760,1468,79.3,113540,10.1
1250,2006,176284,1322,79.3,102244,10.1
1253,2006,169152,1268,79.3,98108,10.1
1254,2006,174913,1311,79.3,101449,10.1
1255,2006,183142,1373,79.3,106222,10.1
1256,2006,185062,1387,79.3,107335,10.1
1257,2006,187531,1406,79.3,108767,10.1
1258,2006,176010,1320,79.3,102085,10.1
1259,2006,190274,1427,79.3,110358,10.1
1260,2006,171347,1285,79.3,99381,10.1
1261,2006,195760,1468,79.3,113540,10.1
1262,2006,174638,1309,79.3,101290,10.1
1263,2006,194662,1459,79.3,112903,10.1
1265,2006,186159,1396,79.3,107972,10.1
1269,2006,180399,1352,79.3,104631,10.1
1270,2006,186982,1402,79.3,108449,10.1
1272,2006,182867,1371,79.3,106062,10.1
1273,2006,169975,1274,79.3,98585,10.1
1275,2006,171347,1285,79.3,99381,10.1
1276,2006,194662,1459,79.3,112903,10.1
1277,2006,170524,1278,79.3,98903,10.1
1278,2006,192194,1441,79.3,111472,10.1
1279,2006,194937,1462,79.3,113063,10.1
1280,2006,170524,1278,79.3,98903,10.1
1281,2006,175736,1318,79.3,101926,10.1
1282,2006,193017,1447,79.3,111949,10.1
1283,2006,183142,1373,79.3,106222,10.1
1285,2006,185062,1387,79.3,107335,10.1
1286,2006,195485,1466,79.3,113381,10.1
1288,2006,188902,1416,79.3,109563,10.1
1289,2006,173816,1303,79.3,100813,10.1
1291,2006,189999,1424,79.3,110199,10.1
1292,2006,183416,1375,79.3,106381,10.1
1293,2006,195211,1464,79.3,113222,10.1
1294,2006,183690,1377,79.3,106540,10.1
1295,2006,175461,1315,79.3,101767,10.1
1297,2006,194937,1462,79.3,113063,10.1
1298,2006,172444,1293,79.3,100017,10.1
1299,2006,177930,1334,79.3,103199,10.1
1301,2006,191919,1439,79.3,111313,10.1
1302,2006,170524,1278,79.3,98903,10.1
1303,2006,192742,1445,79.3,111790,10.1
1305,2006,181222,1359,79.3,105108,10.1
1306,2006,175461,1315,79.3,101767,10.1
1307,2006,178204,1336,79.3,103358,10.1
1309,2006,193291,1449,79.3,112108,10.1
1310,2006,192742,1445,79.3,111790,10.1
1311,2006,181222,1359,79.3,105108,10.1
1312,2006,195760,1468,79.3,113540,10.1
1313,2006,189725,1422,79.3,110040,10.1
1314,2006,180947,1357,79.3,104949,10.1
